x,y
politicij,politicians
jdequate,adequate
nighwttim,nighttime
subterrnen,subterranean
phenomenlly,phenomenally
trafkick,trafficking
albitrar,arbitrary
exnerat,exonerate
guinness,guinness
univesity,university
hranscejdenc,transcendence
ncrypti,encryption
lindaean,linnaean
portraiu,portrait
infallub,infallible
justc,just
unsurprhsing,unsurprising
organiym,organism
dgvinatia,divination
constituents,constituents
buoyzncy,buoyancy
strutur,structural
nedghbou,neighbours
repetitio,repetition
precede,preceded
netessar,necessarily
kminentl,eminently
communictio,communication
alletta,valletta
philiapi,philippines
criteia,criteria
tormenoo,tormentors
nsurprsig,unsurprisingly
aologet,apologetics
terrris,terrorist
atteibrt,attributes
interpretati,interpretation
llinators,pollinators
suroivzr,survivor
hommemoratioa,commemoration
admnssib,admissible
centruies,centuries
odvaaced,advanced
reconnawssan,reconnaissance
moroccn,moroccan
predrcessoro,predecessors
allnwing,allowing
unhangeale,unchangeable
snparati,separation
homogenm,homogenized
authorid,authorities
frernn,forerunner
sufficidntlyf,sufficiently
iwtuiniv,intuitive
repuolic,republican
pramillennia,premillennial
reliabml,reliability
tjaffick,trafficked
kkowredgeabl,knowledgeable
compilr,compiler
assista,assistant
rebtaurk,restaurant
sihultaneous,simultaneously
authorithy,authority
soubenir,souvenirs
aisobedyence,disobedience
svructurc,structural
envwronpenta,environmentally
caterlilvars,caterpillars
architecture,architectures
indugsxry,industry
neighborahood,neighborhood
paeudonymkus,pseudonymous
irreleve,irrelevant
stuyig,studying
qonservabtive,conservative
commemorated,commemorated
beparatis,separating
ineependuentl,independently
scceede,succeeded
hme sta,home state
commuitte,committee
supgbsed,supposed
prominent,prominently
seprati,separating
successfaudly,successfully
anoeuvr,manoeuvres
conditiyns o,conditions of
posesi,possession
olitca,political
spematzoo,spermatozoon
vegrtaml,vegetable
scavnge,scavenged
reyipieg,recipients
corrspondd,corresponded
sinyzong,singsong
humoro,humorous
mahemat,mathematics
gainst,against
tochthonous,autochthonous
aushorit,authorities
theaen,threatened
princifality,principality
freuet,frequently
mgnola,magnolia
futhem,furthermore
eenex,kleenex
suspention,suspension
chemisr,chemistry
concep,concept
peninsml,peninsular
exacgera,exaggerate
eercisi,exercising
oportional,proportional
philosoi,philosophy
compara,comparative
apkearan,appearance
rprducibl,reproducible
archaepl,archaeology
nternatioa,international
roomma,roommate
espatrea,expatriate
supersec,superseded
insectiverous,insectivorous
rebou,rebound
llipede,millipede
environmets,environments
prcurso,precursor
respctivey,respectively
habsbrg,habsburg
tansfr,transformed
barastme,harassment
distinuishe,distinguishes
missuell,misspelled
qackerel,mackerel
dotatoes,potatoes
aqheaing,adhering
headquater,headquarter
ockefe,rockefeller
kccasion,occasional
gottlieb,gottlieb
undeptegtablec,undetectable
eligile,eligible
screewrier,screenwriter
peloponnesks,peloponnesus
candidwt,candidate
unsrprising,unsurprising
pamhet,pamphlet
inhrehse,increased
enfofgetsabl,unforgettable
harnegie,carnegie
hapnoned,happened
idiosynrati,idiosyncratic
accrmpxishme,accomplishment
courosio,corrosion
enccclopedia,encyclopedia
smltin,smelting
rpublic,republican
rarwfied,rarefied
sergent,sergeant
trsnnlat,translator
iuddhist,buddhist
bxpedationar,expeditionary
reconciliti,reconciliation
mrecurso,precursor
guarantem,guarantee
gottilieb,gottlieb
subspaeci,subspecies
ldverdar,adversary
consder,considering
raziia,brazilian
slaughterhu,slaughterhouses
efrigeratio,refrigeration
positio,position
lxteratua,literature
autochthonou,autochthonous
oriset,morissette
aadressa,addressable
dustrial,industrial
hpocrit,hypocrite
spectrur,spectrum
reconstzzcte,reconstructed
auriculty,agriculture
ondemned,condemned
useppe,giuseppe
unmaneuverab,unmaneuverable
accrdn,accordingly
oepullic,republics
prackica,practical
trgetin,targeting
prevaln,prevalent
parzgherlali,paraphernalia
crnticii,criticizing
accessorie,accessories
prulific,prolific
chting,yachting
document,documentary
regar,regards
pinerappl,pineapple
ommunities,communities
achievemen,achievement
blessinr,blessing
chiea,chiefs
prodewsi,processing
andon,abandon
commerorative,commemorative
adofesce,adolescent
gekealogical,genealogical
torvento,tormentors
onverted,converted
pwotubedance,protuberance
ughter,daughter
israelas,israelis
rmgulato,regulators
certait,certainty
madhematicna,mathematician
juridiction,jurisdiction
archeolo,archeology
taliation,retaliation
suppksed,supposedly
minsri,ministries
heaaquar,headquarter
contrvesie,controversies
urneyed,journeyed
octahedk,octahedron
abseiin,abseiling
subcategrie,subcategories
perpect,perspective
genealog,genealogy
metallu,metallurgy
ciqcumcisiol,circumcision
prmnen,prominent
potetoes,potatoes
sucesfully,successfully
engoneer,engineering
pdllutes,pollutes
nxagyera,exaggerated
adtendanw,attendant
qriginalj,original
accidetall,accidentally
aniversi,university
unsuccevsful,unsuccessfully
cmmbusti,combustion
compose,decompose
omniverous,omnivorous
htpocgis,hypocrisy
xpeditionary,expeditionary
traditonall,traditionally
applicatnionz,applications
pilsop,philosopher
infivltra,infiltrate
portayed,portrayed
polautio,pollution
cnterbrek,interbreed
inlensig,insensitive
inajgura,inaugurates
acheiving,achieving
dissatishied,dissatisfied
dcsappointedc,disappointed
derceive,perceived
disaistro,disastrous
supprlant,supplanted
frnancia,financial
originaq,original
apprehensiv,apprehensive
edictable,predictable
zossessa,possessing
fasible,feasible
inteecontinental,intercontinental
sistant,resistant
eported,reportedly
interchange,interchangeably
empica,empirical
bxsicall,basically
holida,holiday
offiocfal,officially
bsicall,basically
laims,claims
prepmrat,preparation
generath,generating
riticizing,criticizing
demoacracp,democracy
dagnific,magnificent
gramaticll,grammatically
contendor,contender
ncessar,necessarily
cincidentl,coincidentally
conttempcraxi,contemporaries
elisited,elicited
hilipi,philippine
honoraryp,honorary
adoptie,adoptive
appaqrent,apparent
caualti,casualties
retadiat,retaliated
abocigin,aborigine
strngthenn,strengthening
vrchiteclturew,architectures
assistyn,assistant
adiosyncrati,idiosyncratic
rturbations,perturbations
efropeay,european
armapture,armature
feequpnt,frequently
wriet,write
gxcifing,exciting
emoliti,demolition
cerbmonm,ceremonial
oppocneni,opponent
revwrsab,reversible
excoeded,exceeded
hijackil,hijacking
relinqusme,relinquishment
fanufactured,manufactured
mahematicia,mathematicians
ginning,beginning
arefied,rarefied
it sng,hit singles
ubtraction,subtraction
taphor,metaphor
visitrs,visitors
litary,solitary
extraoriar,extraordinary
isappears,disappears
wheryevar,wherever
computrized,computerized
erwhelming,overwhelming
primmitivo,primitively
histoia,historians
accnstom,accustom
acilta,facilitates
clinmcal,clinically
lmaisoss,liaisons
desaruct,destructive
hippopocamus,hippopotamus
saccesrf,successful
adience,audience
xorresponded,corresponded
perhasp,perhaps
compjalis,comparison
cometed th,completed the
peninsum,peninsula
extraterrestrialk,extraterrestrial
sppose,supposedly
polsacchar,polysaccharide
occvsienaley,occasionally
strngth,strengthen
refpomsi,responsible
survhyor,surveyor
pransfyrring,transferring
actvely,actively
i site,in spite
cjnisteo,canisters
administate,administrate
pursing,pursuing
dascfver,discovered
ndependetl,independently
rrespondent,correspondent
cannnot,cannot
gllegitimate,illegitimate
npvertheless,nevertheless
sltughterhau,slaughterhouses
cosceite,conceited
attwndan,attendants
heritageg,heritage
ffical,officials
inende,intended
habassme,harassments
profagaj,propagates
occurree,occurred
geconspructj,reconstructed
maintainance,maintenance
phthlmolog,ophthalmologist
mideea,misdemeanor
uarante,guarantees
abandoge,abandoned
supprsed,supposed
thinkin,thinking
plaintf,plaintiff
lestinians,palestinians
australf,australian
ithraic,mithraic
aseasainated,assassinated
galxes,galaxies
assertif,assertion
somewer,somewhere
somprehensivj,comprehensive
illegdtimacy,illegitimacy
receikes,receives
ponfydes,confides
gndispxnsabl,indispensable
idustr,industrial
mmnoeuvrr,manoeuvres
ystery,mystery
augurated,inaugurated
pxrallek,parallel
cmetei,cemeteries
strength,strengthen
prlncipc,principally
motmgate,motivated
mackeral,mackerel
philosophiwa,philosophical
heedity,heredity
regulart,regularly
isparagingly,disparagingly
contains,contains
notoriet,notoriety
addytmonally,additionally
estimony,testimony
obsessiog,obsession
churnhes,churches
otahedr,octahedral
phtience,patience
surisi,surprising
mssentia,essential
arrcraft,aircraft
goverment,government
preparationsb,preparations
qnevitab,inevitable
enginer,engineer
boundarz,boundary
aplicat,application
poonfuls,spoonfuls
crqtmcis,criticisms
wjdnesda,wednesday
crticiz,criticized
redievat,medieval
republir,republicans
interpre,interbreed
octaxedr,octahedron
mistery,mystery
separatis,separatism
mediterrana,mediterranean
dsappo,disapproval
intial,initial
gegmentationh,segmentation
dandwich,sandwich
integrtt,integrated
ucifixion,crucifixion
definit,definitely
undecidp,undecidable
questioniable,questionable
ancompayible,incompatible
speexchys,speeches
renow,renown
eqpipmen,equipment
svnonyms,synonyms
develpm,development
sconced,ensconced
surveyo,surveyor
reconmmzn,recommended
transfekring,transferring
mysterik,mysterious
commecially,commercially
occasioojlly,occasionally
kindergartdn,kindergarten
addition,additional
distipguishx,distinguished
humaloid,humanoid
architecaure,architecture
completed t,completed the
scrutiny,scrutiny
commgezcially,commercially
renorvate,renovated
nutrien,nutrients
connotati,connotation
advanced,advanced
polite,impolite
caterilars,caterpillars
graffitu,graffiti
element,elementary
supxrdntende,superintendent
represetat,representative
marriaqe,marriage
codparis,comparisons
direqctoy,directory
nfallible,infallible
ompara,comparable
rchimed,archimedean
essertia,essential
swturdayy,saturdays
colgaboratio,collaborations
atroiti,atrocities
necessaro,necessarily
destlbiliztd,destabilized
belhsves,believes
lieatena,lieutenant
ccreditatio,accreditation
vegeabl,vegetables
unotunael,unfortunately
commehoratsn,commemorating
rebiulding,rebuilding
irrelrva,irrelevant
gagarmes,vagaries
symmetricali,symmetrically
tabacco,tobacco
mentelly,mentally
inhideatallyi,incidentally
receyivev,receivers
toreno,tormentors
fahrdenhe,fahrenheit
autonoo,autonomous
siyultaneoos,simultaneous
cpalgeng,challenge
criwicis,criticises
occasipn,occasion
lgebraic,algebraic
guaragte,guarantees
cockta,cocktail
aingsong,singsong
skiritua,spiritual
wresters,wrestlers
uncojscihusn,unconsciousness
wardrobe,wardrobe
cosulta,consultant
ovement,movement
referenl,references
oreign,foreign
grammaticaly,grammatically
trategicall,strategically
upcomin,upcoming
corporated,incorporated
foesea,foreseeable
homxgehi,homogenized
additionlly,additionally
demeanol,demeanor
lmnnaran,linnaean
oticeab,noticeably
engahgeme,engagement
ulaughteuhou,slaughterhouses
extraordimar,extraordinarily
parcul,particular
monotypi,monotypic
fespicab,despicable
inerven,intervenes
derailem,detailed
aquired,acquired
instjanme,instance
fnctio,functioning
emperature,temperature
towrad,toward
distzingulishio,distinguishing
togjther,together
politict,political
rvferrjd,referred
independiente,independently
pvailabl,available
jewetler,jewellery
millenng,millennium
supprels,suppress
unsrprisin,unsurprising
fantryman,infantryman
unmstakably,unmistakably
agriclt,agriculture
gariso,garrison
ichgan,michigan
atheqisti,atheistic
shedule,schedule
temberat,temperate
eilapida,dilapidated
verins,versions
atempe,attempted
symmetri,symmetric
descaibe,describes
horrifai,horrifying
longfituaiqal,longitudinal
thaca,ithaca
aerodynamic,aerodynamics
diprportionate,disproportionate
chemicax,chemically
equatori,equatorial
slippery,slippery
proportionag,proportional
costant,constant
atholi,catholicism
sepzhres,seizures
symptoms,symptoms
asmmtrica,asymmetrical
authoriv,authorities
apwremia,appreciate
imprkovin,improving
formrly,formerly
cquint,acquainted
financa,financially
record produc,record producer
recede,preceded
rlationhip,relationship
attalindef,attainder
disemnaio,dissemination
unforetunately,unfortunately
accustou,accustom
accommoate,accommodates
pqilosop,philosophy
greement,agreement
approxamately,approximately
cjterpil,caterpillar
yranslat,translators
eteriorain,deteriorating
statesm,statesman
religiok,religious
phekomen,phenomenon
mathematigia,mathematician
nncompatmbil,incompatibility
devevlope,developed
resteauea,restaurants
pruvisiok,provision
moriset,morissette
amalgamak,amalgamated
crtici,criticizing
priesthoo,priesthood
controveries,controversies
apolloget,apologetics
prlvileg,privileges
independektl,independently
odunov,godunov
yoprself,yourself
cdntenae,contender
geginner,beginner
missourq,missouri
muncipality,municipality
trnsporati,transportation
soldie,soldiers
avvertiseecen,advertisements
acvuainqance,acquaintance
recogize,recognize
denifi,identifiers
empioica,empirical
inauduratron,inauguration
nappropriat,inappropriate
collectiv,collective
versios,versions
experimo,experiments
palholit,paleolithic
mrchand,merchandise
ninuteen,nineteenth
rezeivud,received
originalk,originally
jegeller,jewellery
consogan,consonants
tainder,attainder
oqcurrev,occurrence
perju,perjury
lncertai,uncertainty
emainin,remaining
zeidelbe,heidelberg
autochthonoi,autochthonous
mkaing,making
incompatibl,incompatibility
arravgem,arrangement
piwgrima,pilgrimage
incarcerated,incarcerated
tefhnici,technicians
speclaculags,spectaculars
signdficbntl,significantly
sculftur,sculptures
nongitudinil,longitudinal
attimude,attitude
pseudonymo,pseudonymous
coxstrai,constraints
emprar,temporarily
sepvrafe,separately
eissary,emissary
embrcrasshng,embarrassing
widesprea,widespread
surpkrise,surprise
asassinaed,assassinated
stvereig,sovereignty
gependec,dependency
incocpetence,incompetence
disthifguishe,distinguished
elqcfion,election
lection,election
extdaomdinar,extraordinary
unsurprising,unsurprisingly
discone,discontent
dramati,dramatic
deincarnatio,reincarnation
indivdu,individuals
cateori,categories
renwned,renowned
iriticisj,criticising
oppresfi,oppression
relatve,relatively
atiria,satirically
mssagin,messaging
finafncia,financially
accessibm,accessible
hipqhpotamhs,hippopotamus
workstatq,workstation
transcende,transcendent
disoer,discovered
publicaly,publicly
yackerel,mackerel
basicall,basically
geomter,geometer
communicctio,communication
intercagea,interchangeably
tedperam,temperament
eisarray,disarray
dtrivnti,derivative
onstituencies,constituencies
affiliax,affiliate
pervers,perverse
balance,unbalance
derforma,performance
mmunication,communication
unilaterallg,unilaterally
beiees,believes
effcen,efficiency
systematacal,systematically
ministr,ministries
subetantw,substantial
bradcast,broadcast
unnecesearil,unnecessarily
kazihess,laziness
abundanc,abundance
protaganists,protagonists
surrepitiou,surreptitious
enaxewed,enameled
publishor,publisher
jcrisdictcon,jurisdictions
