x	y	0	tf
mamufactaured	manufactured	manufactured	True
departm	department	departments	False
elierately	deliberately	deliberately	True
eelargements	enlargements	enlargements	True
facilia	facilitate	facilitated	False
sccordiz	accordingly	accordingly	True
inheluent	inherently	inherently	True
refrenc	references	reference	False
nutryent	nutrients	nutrients	True
exprwria	expatriate	exprtriatedy	False
indictme	indictment	indictment	True
campaigno	campaigns	campaign	False
prycesro	processor	processor	True
opfthalmyoloj	ophthalmologist	ophthalmologyst	False
ietaluur	metallurgic	metallurgic	True
opthalmolg	ophthalmology	ophthalmology	True
referenk	references	reference	False
lomoprow	tomorrow	tomorrow	True
pabticwlarla	particularly	particularly	True
accomodtio	accommodation	accommodation	True
crednce	credence	credence	True
pollutts	pollutes	pollutes	True
reqired	required	required	True
ccesio	accession	accession	True
pavilion	pavilion	pavilion	True
privile	privilege	privileged	False
ttitude	attitude	lttitude	False
submachi	submachine	submachine	True
deiberately	deliberately	deliberately	True
orissionq	omission	omission	True
succeade	succeeded	succeeded	True
octauhedry	octahedron	octahedran	False
possible	possible	possible	True
percefve	perceived	perceived	True
compketito	competitors	competitors	True
cnsciou	conscious	consciouslyss	False
committe	committed	committee	False
mbargoes	embargoes	embargoes	True
stinctive	distinctive	distinctive	True
ackward	awkward	awkward	True
peripateti	peripatetic	peripatetic	True
tenis play	tennis player	tennis player	True
atually	actually	actually	True
athematicia	mathematician	mathematician	True
incogpatiblw	incompatible	incompatible	True
allevia	alleviate	alleviate	True
inqbilit	inability	inability	True
medevial	medieval	medieval	True
primitive	primitives	primitivel	False
iisdemeanods	misdemeanors	misdemeanors	True
congression	congressional	congression	False
effgcien	efficient	efficient	True
prsuig	pursuing	pursuitg	False
nfiltration	infiltration	infiltration	True
renardle	regardless	regardless	True
rhxtvmic	rhythmic	rhythmic	True
ontinuing	continuing	continuing	True
rommae	roommate	roommate	True
consciousnrs	consciousness	consciousness	True
danufacturin	manufacturing	manufacturing	True
shot wh	short while	short while	True
neolithx	neolithic	neolithic	True
irrtbl	irritable	irritable	True
vereign	sovereign	sovereignty	False
enveronmentalbst	environmentalist	environmentalist	True
consruction	construction	construction	True
tentacle	tentacles	tentacles	True
emplt	employs	empleys	False
quaintances	acquaintances	acquaintances	True
yurrould	surround	surround	True
segmetation	segmentation	segmentation	True
deompos	decomposing	decomposeng	False
noctpine	doctrines	doctrines	True
environmaents	environments	environments	True
mompxtit	competitive	competitive	True
nypocris	hypocrisy	hypocrisy	True
foretellin	foretelling	foretelling	True
nversion	conversion	conversion	True
contions o	conditions of	consitions of	False
charactrist	characteristics	characteristics	True
avoljgie	apologies	avologies	False
noticeing	noticing	noticing	True
onnotation	connotation	connotation	True
erliest	earliest	earliest	True
necessmr	necessary	necessari	False
additiozally	additionally	additionally	True
faclit	facilitated	facilitated	True
povisio	provision	provision	True
cnnounce	announced	announced	True
ntuitively	intuitively	intuitively	True
compan	company	company	True
represejtati	representative	representatives	False
lauche	launched	launched	True
returnd	returned	returned	True
uymispakavly	unmistakably	unmistakably	True
ractic	practical	practical	True
pratitiner	practitioners	practitioner	False
muscician	musician	musician	True
autonomo	autonomous	autonomous	True
immxdeat	immediately	immediately	True
chaorman	chairman	chairman	True
ydroph	hydrophilic	hydrophilec	False
fqctitio	fictitious	fictitious	True
environmjnta	environmentally	environmentally	True
undesra	undesirable	undesirable	True
everythin	everything	everything	True
segmenttion	segmentation	segmentation	True
scovered	discovered	discovered	True
guahaite	guaranteed	guaranteed	True
bjsicapl	basically	basically	True
inuilgratvon	infiltration	infiltration	True
veetabl	vegetable	vegetables	False
oblem	problem	problemey	False
unconvetin	unconventional	uncomvertional	False
arheologst	archeologists	archeologist	False
homestate	home state	home state	True
irresistxibue	irresistible	irresistible	True
izprovin	improving	improving	True
uightxim	nighttime	nighttime	True
undjubtec	undoubtedly	undoubtedly	True
exhibii	exhibition	exhibition	True
poclim	proclaimed	pooclaimed	False
genral	generally	generally	True
accomodates	accommodates	accommodates	True
pubnrshe	publisher	publisher	True
embalrassing	embarrassing	embarrassing	True
comfoata	comfortable	comfortable	True
unforgetbabl	unforgettable	unforgettable	True
criticis	criticise	criticised	False
embarrased	embarrassed	embarrassed	True
drmaic	dramatic	dramatic	True
ersonn	personnel	personnel	True
vemijisc	reminiscent	reminiscent	True
disover	discovery	discovere	False
lgitma	legitimate	legitimate	True
relevnt	relevant	relevant	True
entaly	mentally	mentally	True
catexgwri	categorize	categorized	False
aerodynamis	aerodynamics	aerodynamics	True
ilosophies	philosophies	philosophies	True
over the	over there	over there	True
supprebs	suppressed	suppressed	True
inapprojriat	inappropriate	inappropriate	True
becomiog	becoming	becoming	True
newfoundlard	newfoundland	newfoundland	True
jetashor	metaphor	metaphor	True
elctric	electrical	electricil	False
orrsponden	correspondent	correspondent	True
casbowar	cassowary	cassowary	True
voluntoe	volunteer	volunteer	True
contnue	continued	continued	True
embranophon	membranophone	membranophone	True
rortgagu	mortgage	mortgage	True
sergeaat	sergeant	sergeant	True
rehars	rehearsal	rehearsal	True
suczessfualy	successfully	successfully	True
aggressi	aggression	aggressivn	False
occasonall	occasionally	occasionally	True
incoroporated	incorporated	incorporated	True
sreamlining	streamlining	streamlining	True
prnrogat	prerogative	prerogative	True
omotion	promotion	promotion	True
inherett	inherently	inherently	True
cospir	conspirator	conspirator	True
descnipt	descriptors	descriptirs	False
ttention	attention	attention	True
fuffrage	suffrage	suffrage	True
svonsore	sponsored	sponsored	True
contribuors	contributors	contributors	True
epeatd	repeatedly	repeatedly	True
strongese	strongest	strongest	True
eferably	preferably	preferably	True
invertebqate	invertebrates	invertebrates	True
automo	autonomous	automomous	False
pilrma	pilgrimage	pilgrimages	False
inompatibilitie	incompatibilities	incompatibilities	True
qolunpee	volunteer	volunteer	True
syrmetrickll	symmetrically	symmetrically	True
parkllel	parallels	parallell	False
bombarment	bombardment	bombardment	True
archaeologic	archaeological	archaeological	True
inctroduced	introduced	introduced	True
apprdjximatev	approximately	approximately	True
causalities	casualties	casualties	True
puitani	puritanical	puritanical	True
rekomment	recommend	recommend	True
flamzmabl	flammable	flammable	True
horriyi	horrifying	horrifying	True
taxoomi	taxonomic	taxonomic	True
juducial	judicial	judicial	True
wmerever	wherever	wherever	True
unpreceene	unprecedented	unprecedented	True
ayythingt	anything	anything	True
nurtrin	nurturing	nurturing	True
referec	referenced	reference	False
arroga	arrogant	arrogant	True
tandards	standards	standards	True
perise	persistent	persistent	True
acconplishme	accomplishments	accomplishments	True
resident	resident	resident	True
conthrols	controls	controls	True
probabny	probably	probably	True
architcture	architecture	architecture	True
onquer	conquered	conquered	True
opportun	opportunity	opportunity	True
practiba	practically	practically	True
acrifi	sacrificial	aacrificial	False
maorit	majority	majority	True
contmporane	contemporaneous	contemporaneous	True
enamebed	enameled	enameled	True
probablly	probably	probably	True
indpend	independent	independent	True
manufacured	manufactured	manufactured	True
papanicoblcou	papanicolaou	papanicolaou	True
ccarthyist	mccarthyist	mccarthyist	True
vtrucmur	structure	structure	True
conscioubsnesn	consciousness	consciousness	True
cemetaries	cemeteries	cemeteries	True
dilapia	dilapidated	dilapidated	True
isenst	insensitive	insensitive	True
mfrtyredd	martyred	martyred	True
ophecy	prophecy	prophecy	True
manufasturin	manufacturing	manufacturing	True
lclectic	eclectic	eclectic	True
egetarian	vegetarian	vegetarian	True
simultaneou	simultaneous	simultaneously	False
presidenatial	presidential	presidential	True
gissigna	missionary	missionary	True
cwmulatz	cumulative	cumulative	True
exderien	experience	experience	True
attavinde	attainder	attainder	True
phoenevi	phoenecian	phoenecian	True
edieval	medieval	medieval	True
arround	around	around	True
ndamentals	fundamentals	fundamentals	True
abundan	abundant	abundanc	False
tudens	students	students	True
abouta	about a	about a	True
tablishes	establishes	establishis	False
assasin	assassinate	assassinste	False
trditinall	traditionally	traditionally	True
feaibe	feasible	feasible	True
anti parthe	anti apartheid	anti apartheid	True
practitifonerx	practitioners	practitioners	True
resmbla	resemblance	resemblance	True
souqhfrn	southern	southarn	False
lazyness	laziness	laziness	True
extrfaterqreatrias	extraterrestrial	extraterrestrial	True
aggusssi	aggression	aggression	True
idipensab	indispensable	indispensable	True
disappeaing	disappearing	disappearing	True
countill	councillor	countillors	False
survivel	survived	survivod	False
assassinatesl	assassinates	assassinates	True
suppementin	supplementing	supplementing	True
abreviated	abbreviated	abbreviated	True
privilei	privilege	privileged	False
restanra	restaurants	restaurants	True
conqure	conquered	conquered	True
pastoralv	pastoral	pastoral	True
eohnocenetriss	ethnocentrism	ethnocentrism	True
contendez	contender	contender	True
paraphrnali	paraphernalia	paraphernalia	True
ieavieso	heaviest	heaviest	True
undergrou	underground	underground	True
disxatiskied	dissatisfied	dissatisfied	True
inatrumental	instrumental	instrumental	True
missori	missouri	missouri	True
unforesee	unforeseen	unforeseen	True
cmmputer	computer	computer	True
entertainmen	entertainment	entertainment	True
residinz	residing	residing	True
reuirem	requirement	requirement	True
launchem	launched	launched	True
amedmen	amendments	amendment	False
refaigerfatoru	refrigerator	refrigerator	True
conservitive	conservative	conservative	True
emissionc	emission	emission	True
rerigeraor	refrigerator	refrigerator	True
forespea	foreseeable	foreseeable	True
anageable	manageable	manageable	True
preratios	preparations	areparations	False
ammunizi	ammunition	ammunition	True
erchad	merchandise	merchandise	True
maoeur	manoeuvre	manoeuvred	False
parniall	partially	partially	True
nazazeth	nazareth	nazareth	True
aerodynamifs	aerodynamics	aerodynamics	True
eidereal	sidereal	sidereal	True
republix	republic	republicay	False
diutinguu	distinguish	distinguish	True
octabedr	octahedral	octahedral	True
bergamot	bergamot	bergamot	True
traordinarily	extraordinarily	extraordinarily	True
caoculat	calculator	calculater	False
agreeig	agreeing	agreeing	True
supressing	suppressing	suppressing	True
yevenite	yemenite	yemenite	True
equalibr	equilibrium	equilibrium	True
recreaioal	recreational	recreational	True
cejtiint	certainty	centainty	False
continuor	continuous	continuous	True
rescribe	describes	describe	False
woderf	wonderful	wonderful	True
individo	individuals	individuals	True
miscellanious	miscellaneous	miscellaneous	True
pracsica	practically	practically	True
plyphon	polyphonic	palyphonic	False
cemetary	cemetery	cemetery	True
environmoenta	environmental	environmentall	False
repulicans	republicans	republicans	True
ansform	transform	transformee	False
grammticall	grammatically	grammatically	True
galvanpz	galvanized	galvanized	True
recupera	recuperate	recuperate	True
renofvate	renovate	renovate	True
mitated	imitated	imitated	True
permbanen	permanent	permanent	True
demeanpr	demeanor	demeanor	True
nointin	anointing	anointing	True
degrate	degrade	degrade	True
strctur	structured	structure	False
sovrig	sovereign	sovereignty	False
inflmmation	inflammation	inflammation	True
verificaton	verification	verification	True
inteligence	intelligence	intelligence	True
banwidt	bandwidth	bandwidth	True
rccommnn	recommends	recommend	False
failiti	facilities	facilities	True
admissgbilit	admissibility	admissibility	True
abandonsb	abandons	abandons	True
salestinbqans	palestinians	palestinians	True
amalgamat	amalgamated	amalgamated	True
pubihe	publisher	publisher	True
conains	contains	contains	True
sucnessic	successive	successioe	False
supkrinteade	superintendent	superintendent	True
ensconc	ensconced	ensconced	True
prviso	provision	provision	True
ssession	possession	possession	True
corresponden	correspondents	correspondents	True
reyublwc	republican	republican	True
incoupatitilitme	incompatibilities	incompatibilities	True
uncgrtvi	uncertainty	unchrtainty	False
pilgarima	pilgrimages	pilgrimages	True
confidetial	confidential	confidentially	False
